<1Yr,Paed Endocrinology,44,43,46,39,36,36,43,49,51,55,58,54,52,69,83,73,78,77,78,71,56,75,67,66
<1Yr,Paed Gastro-Enterol,60,67,63,59,57,56,62,63,75,83,103,98,96,103,98,111,113,116,114,113,68,76,70,71
<1Yr,Paed Haematology,18,17,18,18,16,19,22,24,31,31,15,14,19,25,22,16,26,22,15,16,23,25,19,28
<1Yr,Paed Metabolic Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,20,18
<1Yr,Paed Nephrology,15,14,15,15,15,16,16,29,19,32,27,30,17,23,20,15,26,26,31,32,32,34,37,29
<1Yr,Paed Oncology,2,1,4,6,2,4,1,2,4,1,1,0,2,0,4,3,7,8,6,6,3,10,8,13
<1Yr,Paed Orthopaedic,7,9,16,16,17,18,21,28,22,16,3,6,7,5,9,6,6,5,4,4,26,72,72,72
<1Yr,Paediatric Anaesthetics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,21
<1Yr,Paediatric Dermatology,23,24,25,27,24,24,23,23,23,23,24,23,24,24,23,19,21,23,23,24,30,42,41,47
<1Yr,Paediatric ENT,35,39,44,43,45,48,51,57,57,54,52,53,56,50,49,49,50,52,47,46,60,81,66,65
<1Yr,Paediatric Infectious Diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,14,18
<1Yr,Paediatric Neurology,51,52,49,53,48,39,45,51,51,52,54,56,53,56,55,52,60,64,54,44,69,75,74,75
<1Yr,Paediatric Neurosurgery,10,7,6,7,6,7,7,7,9,8,9,9,4,4,6,8,8,6,0,0,14,28,28,29
<1Yr,Paediatric Radiology,0,0,0,0,0,0,0,0,8,7,2,0,0,2,0,0,3,4,2,3,4,11,12,11
<1Yr,Paediatric Respiratory Medicine,55,50,52,62,64,66,62,65,63,60,56,60,54,65,56,54,61,55,57,63,71,84,84,92
<1Yr,Paediatric Surgery,37,29,26,27,30,34,35,40,45,51,51,53,51,51,48,44,63,56,42,45,50,58,65,63
<1Yr,Paediatric Urology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,51,52,51
<1Yr,Paediatrics,477,490,473,494,449,458,468,484,489,506,523,517,534,552,553,515,529,525,534,572,507,494,491,464
<1Yr,Pain Relief,457,451,448,448,477,512,513,547,555,582,595,584,581,605,631,638,622,627,618,624,622,607,602,604
<1Yr,Palliative Medicine,21,22,14,13,12,11,12,9,15,14,16,23,24,24,19,13,16,13,12,16,19,14,13,12
<1Yr,Pathology,11,7,4,4,6,4,7,9,8,9,7,13,15,14,16,20,21,24,25,24,24,25,23,22
<1Yr,Plastic Surgery,912,931,939,946,871,847,851,895,926,935,968,973,949,939,943,939,944,936,894,843,802,811,829,828
<1Yr,Psychiatry,87,79,58,54,63,57,68,58,67,77,76,68,80,77,80,82,84,83,83,96,94,93,92,97
<1Yr,Radiology,17,12,23,13,6,8,16,15,25,26,38,29,27,40,51,50,72,57,48,49,53,45,44,38
<1Yr,Radiotherapy,28,22,16,18,19,18,20,25,30,35,28,18,20,27,35,32,34,25,19,21,22,29,27,33
<1Yr,Rehabilitation Medicine,20,16,16,18,18,27,26,32,33,35,34,39,35,33,29,22,17,16,23,19,22,14,14,26
<1Yr,Respiratory Medicine,551,520,590,619,601,611,610,626,642,665,689,691,706,734,748,749,798,826,832,798,790,723,740,767
<1Yr,Rheumatology,650,653,687,703,627,639,651,667,684,663,663,670,656,656,638,648,681,678,665,669,674,671,656,670
<1Yr,Small Volume Specialities,297,308,326,328,305,330,332,309,328,290,327,339,339,337,366,364,38,31,27,33,44,40,34,36
<1Yr,Substance Abuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
<1Yr,Tropical,0,0,7,4,5,7,9,8,8,14,18,15,13,11,13,8,4,0,0,0,0,0,0,0
<1Yr,Urology,1337,1383,1470,1504,1458,1507,1551,1552,1596,1651,1683,1673,1683,1736,1762,1734,1755,1770,1745,1698,1673,1606,1585,1607
<1Yr,Vascular Surgery,611,598,641,675,717,749,784,766,770,803,833,833,832,849,851,888,927,905,866,860,897,886,885,821
<1Yr,Vitro-Retinal Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
>1Yr,Accident & Emergency,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
>1Yr,Anaesthetics,41,54,70,68,76,69,68,53,48,58,73,66,65,66,52,67,70,67,62,59,61,64,70,63
>1Yr,Breast Surgery,0,7,17,21,22,14,11,8,7,18,35,33,39,36,37,37,41,36,37,39,44,42,42,41
>1Yr,Cardio-Thoracic Surgery,6,14,28,47,49,40,45,37,40,52,58,56,56,71,73,58,52,51,51,45,42,61,66,67
>1Yr,Cardiology,78,106,142,192,224,221,272,254,272,312,327,339,374,366,348,369,368,366,378,372,360,405,414,429
>1Yr,Chemical Pathology,3,0,2,4,8,11,17,15,11,11,12,14,14,13,18,16,3,5,6,9,11,10,6,3
>1Yr,Child/Adolescent Psychiatry,1,0,0,0,3,8,6,3,3,3,5,8,14,17,18,12,10,8,5,7,14,11,13,3
>1Yr,Clinical (Medical) Genetics,1,1,0,1,1,2,0,4,7,4,6,11,35,71,77,76,82,78,78,69,35,35,36,32
>1Yr,Clinical Immunology,6,1,3,20,36,43,55,45,50,59,62,54,54,39,37,34,32,34,35,48,58,89,90,78
>1Yr,Clinical Neurophysiology,6,10,10,10,15,9,11,10,12,7,8,10,11,15,29,26,25,26,28,19,17,21,19,21
>1Yr,Clinical Pharmacology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
>1Yr,Dental Surgery,1,1,1,0,8,15,6,16,17,21,29,29,35,44,41,28,35,43,42,46,47,48,41,42
>1Yr,Dermatology,156,248,335,387,383,353,362,314,329,369,384,369,371,404,405,427,430,444,461,447,441,428,415,418
>1Yr,Developmental Paediatrics,0,0,6,7,8,6,7,9,12,14,16,13,11,9,5,8,11,12,11,14,13,13,16,19
>1Yr,Diabetes Mellitus,11,16,20,27,28,36,41,43,38,51,52,43,32,36,46,49,61,57,52,54,49,53,61,79
>1Yr,Endocrinology,52,90,100,129,153,164,187,179,174,193,204,203,207,217,228,211,226,242,234,178,175,193,194,213
>1Yr,Gastro-Enterology,23,44,70,96,123,141,175,160,179,219,234,186,185,191,175,186,224,251,220,212,217,234,267,274
>1Yr,Gastro-Intestinal Surgery,0,2,0,3,38,53,66,49,56,62,66,73,70,58,46,43,49,48,53,46,38,44,61,77
>1Yr,General Medicine,145,237,280,306,312,316,345,291,285,340,360,321,339,363,388,361,391,390,357,337,346,330,300,303
>1Yr,General Surgery,251,346,468,550,633,672,740,609,623,781,823,762,829,873,882,848,947,995,1024,959,958,912,977,918
>1Yr,Geriatric Medicine,23,29,35,35,40,40,40,27,39,45,50,47,45,32,43,39,45,52,59,46,53,49,51,45
>1Yr,Gynaecology,131,203,272,324,400,419,461,433,462,512,550,512,576,643,625,619,685,692,672,636,690,687,668,666
>1Yr,Haematology,24,29,35,37,51,61,80,89,101,125,139,124,126,124,136,164,179,182,198,201,194,204,220,229
>1Yr,Hepato-Biliary Surgery,0,0,0,4,12,19,23,20,29,36,35,33,28,36,38,40,35,28,30,32,33,31,31,29
>1Yr,Immunology,4,8,16,21,23,26,34,35,28,25,24,29,26,28,29,27,22,24,31,39,33,33,29,29
>1Yr,Infectious Diseases,0,2,8,7,10,0,1,2,3,3,2,6,6,13,22,21,27,19,19,25,27,19,12,9
>1Yr,Maxillo-Facial,22,48,82,105,109,104,113,98,114,137,160,157,157,161,185,200,201,195,189,178,166,165,169,150
>1Yr,Metabolic Medicine,0,0,0,0,2,3,3,0,4,5,9,13,13,13,16,12,18,19,20,18,15,15,10,10
>1Yr,Neonatology,0,0,0,0,0,0,0,1,0,0,2,9,10,12,13,14,12,10,15,13,5,3,3,1
>1Yr,Nephrology,47,66,78,92,93,105,109,87,79,104,119,135,153,149,131,130,126,138,141,135,110,117,113,115
>1Yr,Neurology,90,143,174,189,189,199,221,199,211,260,282,291,302,304,296,320,329,331,336,311,323,305,307,290
>1Yr,Neurosurgery,26,28,62,75,65,64,69,54,54,65,74,77,87,78,72,79,80,72,69,74,69,59,59,56
>1Yr,Obstetrics,0,0,2,4,1,1,1,1,0,5,4,2,7,0,1,5,3,2,0,0,0,0,6,4
>1Yr,Obstetrics/Gynaecology,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
>1Yr,Oncology,2,3,0,0,11,2,3,4,0,4,2,6,11,4,0,2,2,2,3,0,0,5,2,1
>1Yr,Ophthalmology,202,257,364,444,438,417,437,369,355,443,500,533,541,545,572,557,561,582,599,604,547,522,544,531
>1Yr,Oral Surgery,29,37,23,21,39,55,57,48,46,63,68,65,65,70,78,72,74,74,79,72,73,71,71,66
>1Yr,Orthopaedics,353,477,617,716,728,729,763,673,671,792,865,827,874,911,937,949,984,990,1013,966,909,858,869,871
>1Yr,Other,11,21,6,6,9,12,13,8,4,8,11,3,3,4,10,6,4,16,15,0,6,0,0,0
>1Yr,Otolaryngology (ENT),340,467,643,809,835,850,915,780,794,911,944,932,1002,1023,1014,981,970,985,980,921,914,872,871,814
>1Yr,Paed Cardiology,30,42,42,44,47,44,44,44,29,33,42,32,41,40,51,50,54,54,51,54,38,42,45,48
>1Yr,Paed Endocrinology,2,2,0,4,5,2,3,2,4,5,12,20,19,19,18,18,26,29,20,26,29,29,34,36
>1Yr,Paed Gastro-Enterol,3,8,5,17,27,23,22,22,19,23,27,25,34,43,42,42,51,61,61,51,24,27,28,27
>1Yr,Paed Haematology,1,0,0,0,0,3,4,1,0,1,0,1,2,3,1,1,2,7,1,2,0,6,1,12
>1Yr,Paed Metabolic Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2
>1Yr,Paed Nephrology,0,3,3,4,4,9,6,7,5,5,6,9,11,8,9,4,6,5,3,4,9,11,13,20
>1Yr,Paed Oncology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
>1Yr,Paed Orthopaedic,0,0,0,1,0,4,2,2,4,6,0,0,0,0,0,0,0,0,0,0,17,54,54,54
>1Yr,Paediatric Anaesthetics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
>1Yr,Paediatric Dermatology,3,5,10,15,17,13,10,5,8,14,8,10,14,13,15,15,18,18,18,18,18,26,21,21
>1Yr,Paediatric ENT,11,19,22,25,18,19,21,16,22,30,37,35,45,44,46,37,32,33,24,28,27,41,36,38
>1Yr,Paediatric Infectious Diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3
>1Yr,Paediatric Neurology,5,9,11,12,10,10,14,11,6,10,11,13,21,26,28,32,41,28,27,32,38,51,55,52
>1Yr,Paediatric Neurosurgery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,4,6
>1Yr,Paediatric Radiology,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,1,1,0,2,6,3,2
>1Yr,Paediatric Respiratory Medicine,3,3,2,5,5,5,2,3,8,8,9,10,19,12,14,9,11,14,14,14,25,43,42,40
>1Yr,Paediatric Surgery,1,2,1,2,1,0,0,1,3,0,2,7,12,12,17,15,15,12,18,7,13,36,23,20
>1Yr,Paediatric Urology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,38,39
>1Yr,Paediatrics,50,65,77,74,89,106,124,99,87,129,160,169,187,208,197,209,220,231,199,186,140,131,118,131
>1Yr,Pain Relief,62,78,121,157,169,188,214,207,215,244,262,249,271,288,305,301,330,334,331,313,323,321,324,300
>1Yr,Palliative Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,0,0
>1Yr,Pathology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,8,14,18
>1Yr,Plastic Surgery,138,177,270,335,363,327,330,306,322,393,436,458,507,541,542,552,581,546,539,468,447,443,470,426
>1Yr,Psychiatry,3,5,0,0,8,0,0,4,4,7,3,5,4,10,7,13,16,20,23,23,20,26,29,22
>1Yr,Radiology,0,0,2,4,4,0,5,0,0,0,2,8,1,1,5,8,13,12,13,11,9,2,3,0
>1Yr,Radiotherapy,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
>1Yr,Rehabilitation Medicine,0,0,0,1,0,1,0,2,2,1,3,4,7,7,0,1,0,1,0,0,0,0,0,1
>1Yr,Respiratory Medicine,55,88,135,144,157,163,214,209,210,236,265,286,289,298,289,309,321,346,357,374,353,341,340,328
>1Yr,Rheumatology,106,174,230,246,264,253,277,242,232,276,290,311,327,324,333,344,359,365,374,389,383,375,357,375
>1Yr,Small Volume Specialities,3,4,4,11,20,24,24,10,14,16,23,9,22,13,21,30,1,2,0,0,3,0,0,0
>1Yr,Urology,189,284,368,490,578,624,693,599,616,728,800,734,799,897,899,819,872,883,914,865,831,787,784,785
>1Yr,Vascular Surgery,65,111,168,187,236,274,298,268,251,299,349,321,353,346,346,348,369,361,395,366,372,379,394,357
