Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,0-15,  6-9 Months,35
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,0-15,  9-12 Months,27
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,0-15, 12-15 Months,20
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,0-15, 15-18 Months,18
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,0-15,18+ Months,44
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64,  0-3 Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64,  3-6 Months,9
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64,  6-9 Months,13
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64,  9-12 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64, 12-15 Months,7
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64, 15-18 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Day Case,Child,16-64,18+ Months,15
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15,  0-3 Months,145
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15,  3-6 Months,105
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15,  6-9 Months,57
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15,  9-12 Months,41
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15, 12-15 Months,47
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15, 15-18 Months,29
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,0-15,18+ Months,58
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64,  0-3 Months,10
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64,  3-6 Months,7
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64,  6-9 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64,  9-12 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64, 12-15 Months,9
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64, 15-18 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Inpatient,Child,16-64,18+ Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15,  0-3 Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15,  3-6 Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15,  6-9 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15,  9-12 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15, 12-15 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15, 15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Day Case,Child,0-15,18+ Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Inpatient,Child,0-15,  3-6 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Inpatient,Child,0-15,  6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Inpatient,Child,0-15,  9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Inpatient,Child,0-15, 12-15 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15,  0-3 Months,100
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15,  3-6 Months,81
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15,  6-9 Months,28
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15,  9-12 Months,19
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15, 12-15 Months,7
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15, 15-18 Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,0-15,18+ Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64,  0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64,  3-6 Months,9
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64,  6-9 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64,  9-12 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64, 12-15 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64, 15-18 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Day Case,Child,16-64,18+ Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Inpatient,Child,0-15,  0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Inpatient,Child,16-64,  3-6 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Inpatient,Child,16-64,  6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Inpatient,Child,16-64,18+ Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,0-15,  0-3 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,0-15,  6-9 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,0-15,  9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,0-15, 15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,16-64,  0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,16-64,  9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Day Case,Child,16-64, 15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Inpatient,Child,0-15,  6-9 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Inpatient,Child,0-15,  9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  3-6 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  6-9 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Inpatient,Child,0-15, 12-15 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,13
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  6-9 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15, 12-15 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,18+ Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Day Case,Child,16-64,  3-6 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,158
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,178
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,140
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,62
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,85
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,40
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,18+ Months,23
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  3-6 Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  6-9 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64, 15-18 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,18+ Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,0-15,  0-3 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,0-15,  3-6 Months,9
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,0-15,  6-9 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,0-15,  9-12 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,0-15, 12-15 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,16-64,  6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Day Case,Child,16-64, 15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,28
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,19
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,10
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,7
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,0-15,18+ Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,16-64,  0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Day Case,Child,16-64,18+ Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Inpatient,Child,0-15,  0-3 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Inpatient,Child,0-15,  3-6 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Inpatient,Child,0-15,  9-12 Months,6
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Inpatient,Child,0-15,18+ Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2003,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2003,Maxillo-Facial,Inpatient,Child,0-15,  3-6 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2003,Maxillo-Facial,Inpatient,Child,0-15,18+ Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2202,Paediatric Radiology,Day Case,Child,0-15,  0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2202,Paediatric Radiology,Day Case,Child,0-15,  3-6 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2202,Paediatric Radiology,Day Case,Child,0-15,  6-9 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2202,Paediatric Radiology,Day Case,Child,0-15,  9-12 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15,  0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15,  3-6 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15,  6-9 Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15,  9-12 Months,5
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15, 12-15 Months,7
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15, 15-18 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,0-15,18+ Months,15
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,16-64,  3-6 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,16-64,  6-9 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,16-64,  9-12 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,16-64, 12-15 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,16-64, 15-18 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Day Case,Child,16-64,18+ Months,10
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Inpatient,Child,0-15,  0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Inpatient,Child,0-15,  9-12 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Inpatient,Child,0-15,18+ Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Inpatient,Child,16-64, 15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  0-3 Months,82
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  3-6 Months,34
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  6-9 Months,43
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,  9-12 Months,22
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15, 12-15 Months,10
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15, 15-18 Months,13
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,0-15,18+ Months,12
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64,  0-3 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64,  6-9 Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64,  9-12 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Day Case,Child,16-64, 12-15 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  0-3 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  3-6 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  6-9 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,  9-12 Months,4
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15, 12-15 Months,2
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15, 15-18 Months,1
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,0-15,18+ Months,3
30/01/2020,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Inpatient,Child,16-64,  9-12 Months,1
