Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+,  3-6 Months,1
31/01/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+,  6-9 Months,29
31/01/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+,  9-12 Months,7
31/01/2018,Dublin Midlands Hospital Group,102,Naas General Hospital,5000,General Medicine,Inpatient,Adult,65+, 12-15 Months,1
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,73
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,53
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,39
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,23
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,8
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,27
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,16
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,10
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,8
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,7
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2018,Dublin Midlands Hospital Group,201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,2
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,98
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,43
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,17
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,9
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,3
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,39
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,15
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,9
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,4
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,1
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,32
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,26
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,16
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,11
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,13
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64, 15-18 Months,4
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,18+ Months,4
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,6
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,4
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,4
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,5
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+, 12-15 Months,4
31/01/2018,Dublin Midlands Hospital Group,203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+, 15-18 Months,2
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,547
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,38
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,58
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,14
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,162
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,8
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,18
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,2
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,900,Geriatric Medicine,Day Case,Adult,16-64,  3-6 Months,1
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,1
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,7
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,12
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,4
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,8
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,8
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
31/01/2018,Dublin Midlands Hospital Group,904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,390
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,364
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,124
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,31
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,5
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,6
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,4
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,124
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,103
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,28
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,3
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Day Case,Adult,65+, 15-18 Months,2
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,700,Gastro-Enterology,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,128
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,81
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,35
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,16
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,1
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,10
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,4
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,43
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,36
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,9
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,4
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,3
31/01/2018,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,1
31/01/2018,Ireland East Hospital Group,101,St. Columcille's Hospital,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,1
31/01/2018,Ireland East Hospital Group,101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,2
31/01/2018,Ireland East Hospital Group,101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,2
31/01/2018,Ireland East Hospital Group,101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1
31/01/2018,Ireland East Hospital Group,101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,1
31/01/2018,Ireland East Hospital Group,101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,1
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,104
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,26
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,32
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,6
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,104
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,19
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,36
31/01/2018,Ireland East Hospital Group,202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,9
31/01/2018,Ireland East Hospital Group,403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,67
31/01/2018,Ireland East Hospital Group,403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,12
31/01/2018,Ireland East Hospital Group,403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,25
31/01/2018,Ireland East Hospital Group,403,Our Lady's Hospital Navan,2600,General Surgery,Inpatient,Adult,65+,  6-9 Months,1
31/01/2018,Ireland East Hospital Group,403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,2
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,0,Small Volume Specialities,Day Case,Adult,16-64,  9-12 Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,77
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,43
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,11
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,4
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,41
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,17
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,7
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,3
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,65+, 15-18 Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,111
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,93
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,78
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,84
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,23
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,23
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,42
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,25
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,16
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,14
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,2
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,3
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Child,0-15,  3-6 Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,8
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,8
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
31/01/2018,Ireland East Hospital Group,601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,2
