Archive_Date,Hospital_Group,Hospital_HIPE,Hospital_Name,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,103
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,89
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,19
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,19
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,53
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,28
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,22
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,12
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,3
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Day Case,Adult,65+,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,3
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Inpatient,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,109
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,41
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,11
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,30
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,12
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,5
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,41
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,24
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,7
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64, 12-15 Months,4
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,16-64,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,14
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,10
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,3
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Day Case,Adult,65+,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,19
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,18
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,4
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,4
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,4
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,4
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Day Case,Adult,65+, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,0904,St. James's Hospital,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,479
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,491
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,159
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  9-12 Months,35
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 12-15 Months,36
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,165
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,161
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,50
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,16
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 12-15 Months,18
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+, 15-18 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64, 15-18 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,0700,Gastro-Enterology,Inpatient,Adult,65+,  9-12 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,157
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,129
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,29
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,2
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,5
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,47
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,46
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,17
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
31/01/2019,Dublin Midlands Hospital Group,1270,Tallaght University Hospital,5000,General Medicine,Inpatient,Adult,16-64,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,63
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,61
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,  6-9 Months,34
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,26
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,20
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,11
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,0-15,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,42
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,51
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,48
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,9
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,13
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,11
31/01/2019,Ireland East Hospital Group,0101,St. Columcille's Hospital,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,114
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,34
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,4
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,39
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,13
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Adult,65+,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Child,0-15,  0-3 Months,2
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,2600,General Surgery,Inpatient,Child,0-15,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,96
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,32
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,39
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,4
31/01/2019,Ireland East Hospital Group,0202,Midland Regional Hospital Mullingar,5000,General Medicine,Day Case,Child,0-15,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,40
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,3
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,16
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,4
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,3
31/01/2019,Ireland East Hospital Group,0403,Our Lady's Hospital Navan,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,37
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,8
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,65+,  0-3 Months,17
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,65+,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,0700,Gastro-Enterology,Day Case,Adult,65+,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,1900,Paediatrics,Day Case,Child,0-15,  0-3 Months,2
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,218
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,53
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,4
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,65
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,22
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,2
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0601,St. Luke's General Hospital Kilkenny,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,1
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,147
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,87
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,51
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,52
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,28
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,15
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Day Case,Child,0-15,  6-9 Months,1
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,2
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Inpatient,Adult,16-64,  6-9 Months,2
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,2600,General Surgery,Inpatient,Adult,65+,  3-6 Months,1
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,94
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,37
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,15
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,1
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,25
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,15
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+,  6-9 Months,4
31/01/2019,Ireland East Hospital Group,0605,Wexford General Hospital,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,1
